Insertion Order ID,Insertion Order,Line Item ID,Line Item,Audience Segment ID,Audience Segment,Inventory Type,Advertiser,Impressions,Clicks,Media Cost (Advertiser Currency),CTR,CPM,CPC,Total Conversions,Date,platform
78000006,Holiday Lapsed Customers - Value Props Connected TV,88000060,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,701867,18830,35226.74,2.68,50.19,1.87,619,2024-11-30,dv360
78000007,New Arrivals Retargeting - Core Terms Connected TV,88000061,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,84216,2468,2258.90,2.93,26.82,0.92,144,2024-11-01,dv360
78000007,New Arrivals Cart Abandoners - Gift Guide Video,88000061,Video Audience Activation,aud_1002,Affinity - Fashionistas,Video,Northstar Retail,21143,1532,642.95,7.25,30.41,0.42,79,2024-11-02,dv360
78000007,Holiday Lapsed Customers - Broad Connected TV,88000062,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,761875,52694,31458.20,6.92,41.29,0.60,2077,2024-11-03,dv360
78000007,Holiday High Intent - Core Terms Connected TV,88000062,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,114714,928,2771.75,0.81,24.16,2.99,37,2024-11-04,dv360
78000007,Cyber Week Lookalike - Gift Guide Connected TV,88000063,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,591248,35784,11869.70,6.05,20.08,0.33,2052,2024-11-05,dv360
78000007,Black Friday High Intent - Core Terms Display,88000063,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,311912,23514,11989.48,7.54,38.44,0.51,1808,2024-11-06,dv360
78000007,Cyber Week Retargeting - Gift Guide Display,88000064,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,289077,2621,15304.84,0.91,52.94,5.84,39,2024-11-07,dv360
78000007,Holiday Lookalike - Promo Push Display,88000064,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,173901,6719,8877.56,3.86,51.05,1.32,307,2024-11-08,dv360
78000007,Loyalty Lookalike - Promo Push Connected TV,88000065,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,386396,12505,19355.46,3.24,50.09,1.55,821,2024-11-09,dv360
78000007,Evergreen Retargeting - Gift Guide Display,88000065,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,285101,11616,15059.22,4.07,52.82,1.30,113,2024-11-10,dv360
78000007,Holiday Cart Abandoners - Core Terms Connected TV,88000066,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,271292,15969,12619.65,5.89,46.52,0.79,458,2024-11-11,dv360
78000007,Black Friday Cart Abandoners - Value Props Video,88000066,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,754335,46963,11182.76,6.23,14.82,0.24,2251,2024-11-12,dv360
78000007,Holiday Lapsed Customers - Top Sellers Connected TV,88000067,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,617539,4067,31080.09,0.66,50.33,7.64,173,2024-11-13,dv360
78000007,Evergreen Lookalike - Broad Connected TV,88000067,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,844310,33811,25606.84,4.00,30.33,0.76,1439,2024-11-14,dv360
78000007,Evergreen High Intent - Promo Push Video,88000068,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,459916,7178,13443.45,1.56,29.23,1.87,197,2024-11-15,dv360
78000007,Black Friday Prospecting - Promo Push Connected TV,88000068,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,355711,24598,18875.94,6.92,53.07,0.77,1384,2024-11-16,dv360
78000007,Loyalty Prospecting - Gift Guide Video,88000069,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,351727,15446,14365.39,4.39,40.84,0.93,999,2024-11-17,dv360
78000007,Black Friday High Intent - Promo Push Connected TV,88000069,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,357095,19028,17215.06,5.33,48.21,0.90,874,2024-11-18,dv360
78000007,Evergreen Retargeting - Top Sellers Connected TV,88000070,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,607838,12515,14411.48,2.06,23.71,1.15,488,2024-11-19,dv360
78000007,Loyalty High Intent - Value Props Display,88000070,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,674383,16269,29232.44,2.41,43.35,1.80,392,2024-11-20,dv360
78000008,Evergreen Prospecting - Top Sellers Display,88000071,Display Audience Activation,aud_1003,Custom Intent - Holiday Deals,Display,Northstar Retail,490706,9944,7636.87,2.03,15.56,0.77,390,2024-11-21,dv360
78000008,Black Friday Cart Abandoners - Top Sellers Display,88000071,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,708257,4921,27448.28,0.69,38.75,5.58,104,2024-11-22,dv360
78000008,New Arrivals High Intent - Top Sellers Display,88000072,Display Audience Activation,aud_1005,Similar Audience - Purchasers,Display,Northstar Retail,553028,14716,4187.79,2.66,7.57,0.28,743,2024-11-23,dv360
78000008,New Arrivals Retargeting - Broad Connected TV,88000072,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,292824,15840,13302.34,5.41,45.43,0.84,382,2024-11-24,dv360
78000008,Cyber Week Lapsed Customers - Promo Push Connected TV,88000073,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,394527,12844,13640.28,3.26,34.57,1.06,732,2024-11-25,dv360
78000008,Cyber Week Prospecting - Value Props Connected TV,88000073,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,430979,7583,13972.86,1.76,32.42,1.84,223,2024-11-26,dv360
78000008,Loyalty Cart Abandoners - Core Terms Connected TV,88000074,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,158012,9833,4220.62,6.22,26.71,0.43,233,2024-11-27,dv360
78000008,Evergreen High Intent - Core Terms Connected TV,88000074,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,907423,33213,38457.81,3.66,42.38,1.16,1825,2024-11-28,dv360
78000008,New Arrivals Retargeting - Gift Guide Video,88000075,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,837084,6484,21883.47,0.77,26.14,3.37,254,2024-11-29,dv360
78000008,New Arrivals Lookalike - Value Props Display,88000075,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,712554,45526,36742.72,6.39,51.56,0.81,2018,2024-11-30,dv360
78000008,New Arrivals High Intent - Core Terms Connected TV,88000076,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,323498,20987,9279.20,6.49,28.68,0.44,1221,2024-11-01,dv360
78000008,Holiday Cart Abandoners - Promo Push Display,88000076,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,936251,32071,29598.33,3.43,31.61,0.92,1459,2024-11-02,dv360
78000008,Holiday Prospecting - Promo Push Connected TV,88000077,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,185860,1893,3111.96,1.02,16.74,1.64,30,2024-11-03,dv360
78000008,Evergreen Lookalike - Broad Display,88000077,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,49399,1376,2191.93,2.78,44.37,1.59,38,2024-11-04,dv360
78000008,Loyalty Cart Abandoners - Broad Connected TV,88000078,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,551453,26492,11987.55,4.80,21.74,0.45,769,2024-11-05,dv360
78000008,New Arrivals Prospecting - Broad Display,88000078,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,107342,7673,1009.63,7.15,9.41,0.13,138,2024-11-06,dv360
78000008,Holiday Lookalike - Broad Connected TV,88000079,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,305090,9057,4084.09,2.97,13.39,0.45,204,2024-11-07,dv360
78000008,Evergreen Cart Abandoners - Broad Connected TV,88000079,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,121480,6381,5826.99,5.25,47.97,0.91,209,2024-11-08,dv360
78000008,Loyalty High Intent - Gift Guide Connected TV,88000080,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,884701,57537,47746.93,6.50,53.97,0.83,3800,2024-11-09,dv360
78000008,Loyalty Lapsed Customers - Gift Guide Connected TV,88000080,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,159142,2938,3382.40,1.85,21.25,1.15,141,2024-11-10,dv360
78000009,Loyalty Lookalike - Core Terms Video,88000081,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,268928,13854,13993.43,5.15,52.03,1.01,478,2024-11-11,dv360
78000009,New Arrivals High Intent - Promo Push Display,88000081,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,658822,42310,11178.95,6.42,16.97,0.26,3279,2024-11-12,dv360
78000009,Loyalty Lapsed Customers - Gift Guide Connected TV,88000082,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,750444,37072,21096.36,4.94,28.11,0.57,1511,2024-11-13,dv360
78000009,Black Friday Retargeting - Value Props Display,88000082,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,661196,17824,29253.24,2.70,44.24,1.64,355,2024-11-14,dv360
78000009,Evergreen Lapsed Customers - Promo Push Connected TV,88000083,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,153435,9636,5971.71,6.28,38.92,0.62,481,2024-11-15,dv360
78000009,Evergreen Retargeting - Broad Connected TV,88000083,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,948881,28176,16224.47,2.97,17.10,0.58,2166,2024-11-16,dv360
78000009,Holiday Prospecting - Core Terms Display,88000084,Display Audience Activation,aud_1005,Similar Audience - Purchasers,Display,Northstar Retail,401857,1032,19994.82,0.26,49.76,19.37,9,2024-11-17,dv360
78000009,Holiday Retargeting - Value Props Connected TV,88000084,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,114940,1971,2127.49,1.71,18.51,1.08,121,2024-11-18,dv360
78000009,Cyber Week Lookalike - Broad Connected TV,88000085,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,608420,46577,23753.92,7.66,39.04,0.51,715,2024-11-19,dv360
78000009,Cyber Week Prospecting - Top Sellers Connected TV,88000085,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,602880,41072,27743.74,6.81,46.02,0.68,2569,2024-11-20,dv360
78000009,Black Friday Prospecting - Gift Guide Video,88000086,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,916283,46975,47918.73,5.13,52.30,1.02,576,2024-11-21,dv360
78000009,Cyber Week Retargeting - Gift Guide Connected TV,88000086,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,96014,5443,3932.06,5.67,40.95,0.72,68,2024-11-22,dv360
78000009,Holiday Retargeting - Broad Connected TV,88000087,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,808241,28071,33427.91,3.47,41.36,1.19,631,2024-11-23,dv360
78000009,Holiday Lookalike - Gift Guide Video,88000087,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,394398,8968,20025.09,2.27,50.77,2.23,559,2024-11-24,dv360
78000009,Loyalty Prospecting - Top Sellers Display,88000088,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,94197,2092,2837.85,2.22,30.13,1.36,136,2024-11-25,dv360
78000009,Holiday Retargeting - Gift Guide Connected TV,88000088,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,159794,11444,4365.13,7.16,27.32,0.38,673,2024-11-26,dv360
78000009,Loyalty Retargeting - Value Props Display,88000089,Display Audience Activation,aud_1003,Custom Intent - Holiday Deals,Display,Northstar Retail,196111,740,8349.12,0.38,42.57,11.28,15,2024-11-27,dv360
78000009,Evergreen Cart Abandoners - Gift Guide Display,88000089,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,905705,48891,34617.07,5.40,38.22,0.71,3020,2024-11-28,dv360
78000009,Cyber Week Cart Abandoners - Promo Push Display,88000090,Display Audience Activation,aud_1005,Similar Audience - Purchasers,Display,Northstar Retail,539519,15456,17593.71,2.86,32.61,1.14,462,2024-11-29,dv360
78000009,New Arrivals High Intent - Promo Push Connected TV,88000090,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,703619,32632,14195.21,4.64,20.17,0.44,1221,2024-11-30,dv360
78000010,Evergreen Cart Abandoners - Broad Display,88000091,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,53360,3759,860.01,7.05,16.12,0.23,226,2024-11-01,dv360
78000010,Holiday Lapsed Customers - Top Sellers Video,88000091,Video Audience Activation,aud_1002,Affinity - Fashionistas,Video,Northstar Retail,35519,1884,484.13,5.30,13.63,0.26,117,2024-11-02,dv360
78000010,Loyalty Prospecting - Gift Guide Video,88000092,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,50683,3876,2639.64,7.65,52.08,0.68,97,2024-11-03,dv360
78000010,Evergreen Retargeting - Broad Video,88000092,Video Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Video,Northstar Retail,270380,20695,5382.12,7.65,19.91,0.26,1137,2024-11-04,dv360
78000010,Cyber Week Lapsed Customers - Core Terms Video,88000093,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,659365,25184,19289.19,3.82,29.25,0.77,1615,2024-11-05,dv360
78000010,Cyber Week High Intent - Value Props Display,88000093,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,366701,23796,9631.55,6.49,26.27,0.40,1076,2024-11-06,dv360
78000010,Cyber Week Prospecting - Core Terms Video,88000094,Video Audience Activation,aud_1001,In-market - Apparel & Accessories,Video,Northstar Retail,78516,4278,2474.17,5.45,31.51,0.58,247,2024-11-07,dv360
78000010,Cyber Week Prospecting - Core Terms Connected TV,88000094,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,76181,1446,3393.66,1.90,44.55,2.35,65,2024-11-08,dv360
78000010,Evergreen Retargeting - Promo Push Display,88000095,Display Audience Activation,aud_1003,Custom Intent - Holiday Deals,Display,Northstar Retail,511167,3993,5122.28,0.78,10.02,1.28,50,2024-11-09,dv360
78000010,Loyalty Prospecting - Top Sellers Video,88000095,Video Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Video,Northstar Retail,98143,6144,2292.37,6.26,23.36,0.37,341,2024-11-10,dv360
78000010,Holiday Lookalike - Value Props Display,88000096,Display Audience Activation,aud_1005,Similar Audience - Purchasers,Display,Northstar Retail,504042,8232,14160.99,1.63,28.09,1.72,221,2024-11-11,dv360
78000010,Loyalty Lookalike - Promo Push Video,88000096,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,20642,875,838.84,4.24,40.64,0.96,18,2024-11-12,dv360
78000010,Holiday High Intent - Gift Guide Display,88000097,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,852950,62577,36180.53,7.34,42.42,0.58,4491,2024-11-13,dv360
78000010,Black Friday Prospecting - Promo Push Display,88000097,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,612666,37346,26921.24,6.10,43.94,0.72,2567,2024-11-14,dv360
78000010,New Arrivals High Intent - Top Sellers Connected TV,88000098,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,419274,26596,10340.82,6.34,24.66,0.39,515,2024-11-15,dv360
78000010,Holiday Lapsed Customers - Gift Guide Video,88000098,Video Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Video,Northstar Retail,58804,1056,2963.97,1.80,50.40,2.81,73,2024-11-16,dv360
78000010,Cyber Week High Intent - Gift Guide Video,88000099,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,47544,3518,370.94,7.40,7.80,0.11,43,2024-11-17,dv360
78000010,Black Friday Retargeting - Promo Push Video,88000099,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,939724,52869,49956.55,5.63,53.16,0.94,2567,2024-11-18,dv360
78000010,Loyalty Prospecting - Value Props Video,88000100,Video Audience Activation,aud_1001,In-market - Apparel & Accessories,Video,Northstar Retail,527277,4033,4769.00,0.76,9.04,1.18,167,2024-11-19,dv360
78000010,Cyber Week Retargeting - Top Sellers Video,88000100,Video Audience Activation,aud_1002,Affinity - Fashionistas,Video,Northstar Retail,569657,13540,13315.89,2.38,23.38,0.98,919,2024-11-20,dv360
78000011,Holiday Lookalike - Top Sellers Connected TV,88000101,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,175121,6529,2886.42,3.73,16.48,0.44,328,2024-11-21,dv360
78000011,Holiday Lookalike - Top Sellers Display,88000101,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,181330,8881,4171.60,4.90,23.01,0.47,414,2024-11-22,dv360
78000011,Black Friday Prospecting - Value Props Video,88000102,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,426344,11879,12016.09,2.79,28.18,1.01,164,2024-11-23,dv360
78000011,New Arrivals Lookalike - Core Terms Video,88000102,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,477301,19670,19684.19,4.12,41.24,1.00,1014,2024-11-24,dv360
78000011,Holiday Lookalike - Promo Push Display,88000103,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,133271,3103,3873.75,2.33,29.07,1.25,33,2024-11-25,dv360
78000011,Holiday Prospecting - Value Props Video,88000103,Video Audience Activation,aud_1002,Affinity - Fashionistas,Video,Northstar Retail,296007,2909,6243.10,0.98,21.09,2.15,24,2024-11-26,dv360
78000011,Black Friday Cart Abandoners - Top Sellers Video,88000104,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,593106,7770,28903.47,1.31,48.73,3.72,368,2024-11-27,dv360
78000011,Cyber Week Prospecting - Top Sellers Video,88000104,Video Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Video,Northstar Retail,147120,4037,6360.82,2.74,43.24,1.58,75,2024-11-28,dv360
78000011,Black Friday Lookalike - Value Props Connected TV,88000105,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,792574,33052,15352.37,4.17,19.37,0.46,531,2024-11-29,dv360
78000011,Cyber Week Lookalike - Value Props Connected TV,88000105,Connected TV Audience Activation,aud_1006,Demographic - Parents,Connected TV,Northstar Retail,400288,9623,19311.18,2.40,48.24,2.01,494,2024-11-30,dv360
78000011,Cyber Week Cart Abandoners - Broad Display,88000106,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,470688,24024,22214.76,5.10,47.20,0.92,583,2024-11-01,dv360
78000011,Holiday Cart Abandoners - Broad Display,88000106,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,25480,1124,1298.99,4.41,50.98,1.16,11,2024-11-02,dv360
78000011,New Arrivals Lookalike - Gift Guide Connected TV,88000107,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,52828,1233,410.49,2.33,7.77,0.33,44,2024-11-03,dv360
78000011,Black Friday Prospecting - Value Props Display,88000107,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,370042,18852,16926.56,5.09,45.74,0.90,1446,2024-11-04,dv360
78000011,Loyalty Retargeting - Broad Connected TV,88000108,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,356369,13774,18891.05,3.87,53.01,1.37,172,2024-11-05,dv360
78000011,Holiday Cart Abandoners - Top Sellers Display,88000108,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,80938,4088,2925.01,5.05,36.14,0.72,123,2024-11-06,dv360
78000011,Holiday Lookalike - Gift Guide Video,88000109,Video Audience Activation,aud_1001,In-market - Apparel & Accessories,Video,Northstar Retail,175647,5094,3670.75,2.90,20.90,0.72,269,2024-11-07,dv360
78000011,Holiday Prospecting - Core Terms Connected TV,88000109,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,921249,53663,29242.22,5.83,31.74,0.54,1326,2024-11-08,dv360
78000011,Evergreen Prospecting - Promo Push Display,88000110,Display Audience Activation,aud_1003,Custom Intent - Holiday Deals,Display,Northstar Retail,417955,6876,10919.56,1.65,26.13,1.59,227,2024-11-09,dv360
78000011,New Arrivals High Intent - Core Terms Connected TV,88000110,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,921666,57478,20988.70,6.24,22.77,0.37,1108,2024-11-10,dv360
78000012,Black Friday Lookalike - Core Terms Video,88000111,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,27102,1470,504.02,5.42,18.60,0.34,41,2024-11-11,dv360
78000012,Evergreen Lookalike - Gift Guide Display,88000111,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,570675,22763,19754.91,3.99,34.62,0.87,681,2024-11-12,dv360
78000012,Loyalty Cart Abandoners - Broad Connected TV,88000112,Connected TV Audience Activation,aud_1001,In-market - Apparel & Accessories,Connected TV,Northstar Retail,367024,3300,19885.69,0.90,54.18,6.03,190,2024-11-13,dv360
78000012,Cyber Week Cart Abandoners - Gift Guide Connected TV,88000112,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,268659,9051,11261.91,3.37,41.92,1.24,201,2024-11-14,dv360
78000012,Cyber Week Retargeting - Top Sellers Connected TV,88000113,Connected TV Audience Activation,aud_1003,Custom Intent - Holiday Deals,Connected TV,Northstar Retail,302564,5019,8932.22,1.66,29.52,1.78,317,2024-11-15,dv360
78000012,Loyalty High Intent - Broad Display,88000113,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,174496,11152,8913.37,6.39,51.08,0.80,254,2024-11-16,dv360
78000012,New Arrivals Lapsed Customers - Promo Push Video,88000114,Video Audience Activation,aud_1005,Similar Audience - Purchasers,Video,Northstar Retail,239379,2960,5779.14,1.24,24.14,1.95,219,2024-11-17,dv360
78000012,Evergreen High Intent - Broad Display,88000114,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,87607,3650,4716.89,4.17,53.84,1.29,243,2024-11-18,dv360
78000012,Cyber Week High Intent - Core Terms Video,88000115,Video Audience Activation,aud_1001,In-market - Apparel & Accessories,Video,Northstar Retail,377290,1072,19484.96,0.28,51.64,18.18,42,2024-11-19,dv360
78000012,New Arrivals High Intent - Core Terms Display,88000115,Display Audience Activation,aud_1002,Affinity - Fashionistas,Display,Northstar Retail,947514,26963,24645.15,2.85,26.01,0.91,539,2024-11-20,dv360
78000012,Loyalty Cart Abandoners - Core Terms Video,88000116,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,732834,36219,23604.31,4.94,32.21,0.65,721,2024-11-21,dv360
78000012,Loyalty Lookalike - Broad Connected TV,88000116,Connected TV Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Connected TV,Northstar Retail,163647,11568,8706.97,7.07,53.21,0.75,273,2024-11-22,dv360
78000012,Cyber Week Lapsed Customers - Top Sellers Connected TV,88000117,Connected TV Audience Activation,aud_1005,Similar Audience - Purchasers,Connected TV,Northstar Retail,948577,22844,21707.46,2.41,22.88,0.95,546,2024-11-23,dv360
78000012,New Arrivals Cart Abandoners - Broad Video,88000117,Video Audience Activation,aud_1006,Demographic - Parents,Video,Northstar Retail,518500,29384,19429.14,5.67,37.47,0.66,1605,2024-11-24,dv360
78000012,Evergreen Cart Abandoners - Gift Guide Display,88000118,Display Audience Activation,aud_1001,In-market - Apparel & Accessories,Display,Northstar Retail,654812,28937,15661.88,4.42,23.92,0.54,1810,2024-11-25,dv360
78000012,New Arrivals Prospecting - Gift Guide Connected TV,88000118,Connected TV Audience Activation,aud_1002,Affinity - Fashionistas,Connected TV,Northstar Retail,921308,64298,29722.66,6.98,32.26,0.46,2247,2024-11-26,dv360
78000012,Black Friday Lookalike - Promo Push Video,88000119,Video Audience Activation,aud_1003,Custom Intent - Holiday Deals,Video,Northstar Retail,459062,11824,10883.07,2.58,23.71,0.92,667,2024-11-27,dv360
78000012,Cyber Week Retargeting - Core Terms Display,88000119,Display Audience Activation,aud_1004,Remarketing - Site Visitors 30d,Display,Northstar Retail,720210,18854,26476.75,2.62,36.76,1.40,1121,2024-11-28,dv360
78000012,Evergreen Retargeting - Core Terms Display,88000120,Display Audience Activation,aud_1005,Similar Audience - Purchasers,Display,Northstar Retail,916896,41046,10458.85,4.48,11.41,0.25,1661,2024-11-29,dv360
78000012,New Arrivals Retargeting - Core Terms Display,88000120,Display Audience Activation,aud_1006,Demographic - Parents,Display,Northstar Retail,909962,40973,16673.73,4.50,18.32,0.41,1836,2024-11-30,dv360
